OrderID,Date,CustomerCity,customerName,ProdName,Quantity,Price,totalSales
3282,2021-12-18,Baltimore,Pavla Chree,Aerial Security,2,36.99,73.98
3283,2021-12-18,Buffalo,Willetta Ellingham,AI for Educators,3,49.95,149.85000000000002
3280,2021-12-18,Miami,Christan Winston,Robotic Essentials,4,34.99,139.96
3278,2021-12-17,Spokane,Elianore Petegree,QuadroCopter Blueprint,5,10.99,54.95
3277,2021-12-17,San Antonio,Sabra Battell,RWW-75 Robot,5,883.0,4415.0
3279,2021-12-17,Brooklyn,Isadore Lethby,AI for Educators,1,49.95,49.95
3276,2021-12-16,Peoria,Karon Gierhard,SCARA Robots,2,19.5,39.0
3271,2021-12-15,Lexington,Theda Zimmerman,BYOD-300,4,89.0,356.0
3272,2021-12-15,Detroit,Marco Buckmaster,DTD-7000 Drone,3,450.0,1350.0
3275,2021-12-15,Birmingham,Charlena Lille,Building Your Own Drone,4,24.99,99.96
3273,2021-12-15,Sacramento,Miguel McCobb,Spherical Robots,6,16.75,100.5
3270,2021-12-15,Oklahoma City,Vicky Ilyinski,Understanding Drone Regulations,1,27.5,27.5
3274,2021-12-15,Washington,Cobbie Tunny,Understanding Raspberry PI,2,28.99,57.98
3268,2021-12-14,Midland,Jasen Lattka,DX-145 Drone,5,250.0,1250.0
3266,2021-12-14,Hartford,Frasquito Honatsch,Cartesian Robots,4,12.99,51.96
3267,2021-12-14,San Diego,Lise Jacklin,Photograph Drones,2,14.99,29.98
3269,2021-12-14,Stamford,Cheri Gabriel,BYOR-3000,2,214.0,428.0
3265,2021-12-13,Atlanta,Verine Dilgarno,AI for Educators,6,49.95,299.70000000000005
3264,2021-12-13,Atlanta,Thelma Mougin,Industrial 3D Printing,4,49.0,196.0
3263,2021-12-13,Columbus,Ethelred Cleworth,Understanding Drone Regulations,1,27.5,27.5
3260,2021-12-12,Peoria,Fonzie Casero,QuadroCopter Blueprint,4,10.99,43.96
3261,2021-12-12,Denver,Willyt MacNeill,Polar Robots,4,23.99,95.96
3262,2021-12-12,Oklahoma City,Tann Angear,RCB-889 Robot,3,549.0,1647.0
3255,2021-12-11,Arlington,Normie Shaw,BYOD-500,4,167.0,668.0
3256,2021-12-11,Washington,Nevil Webberley,Articulated Robots,2,23.99,47.98
3258,2021-12-11,Tacoma,Jaymee Aucourte,RTF Drones,2,16.99,33.98
3257,2021-12-11,Tampa,Ephrem Di Maria,BYOR-2640S,4,189.0,756.0
3259,2021-12-11,Las Vegas,Tobe Sailor,Understanding 3D Printing,3,42.99,128.97
3251,2021-12-10,Scottsdale,Gracie Moens,Ladybug Robot Blueprint,3,12.0,36.0
3250,2021-12-10,Riverside,Herold Dunnet,BYOD-350,5,89.95,449.75
3249,2021-12-10,Salt Lake City,Missy Rodmell,BYOD-500,5,167.0,835.0
3252,2021-12-10,Topeka,Johnathan Ramsbotham,DX-145 Drone,5,250.0,1250.0
3253,2021-12-10,Chicago,Priscilla Camerana,DX-145 Drone,5,250.0,1250.0
3248,2021-12-10,Schenectady,Marena Plewman,RTF Drones,3,16.99,50.97
3247,2021-12-10,Sacramento,Skipper Bolger,BYOR-2640S,2,189.0,378.0
3254,2021-12-10,Denver,Dorian Henlon,Understanding Automation,6,44.95,269.70000000000005
3246,2021-12-09,Prescott,Atalanta Arendsen,QuadroCopter Blueprint,4,10.99,43.96
3245,2021-12-09,Oklahoma City,Starlene Klausen,DTD-7000 Drone,3,450.0,1350.0
3238,2021-12-08,Young America,Carlie Matthieson,DA-SA702 Drone,4,399.0,1596.0
3240,2021-12-08,Madison,Elwin Yakobovicz,DA-SA702 Drone,5,399.0,1995.0
3242,2021-12-08,Oklahoma City,Dean Wharin,RTF Drones,3,16.99,50.97
3243,2021-12-08,Louisville,Ezequiel Blakeden,Understanding Artificial Intelligence,3,19.5,58.5
3241,2021-12-08,Plano,Idell Dyson,RLK-9920 Robot,2,699.0,1398.0
3244,2021-12-08,Tacoma,Clo Illwell,RQTE-554 Robot,3,684.0,2052.0
3239,2021-12-08,Flushing,Evanne Bruce,Understanding Drone Regulations,3,27.5,82.5
3236,2021-12-07,Austin,Westbrooke Conybear,Understanding Artificial Intelligence,4,19.5,78.0
3237,2021-12-07,Phoenix,Stuart Ruberti,RQTE-554 Robot,4,684.0,2736.0
3235,2021-12-07,Manassas,Roby Gilbey,Robotic Essentials,3,34.99,104.97
3233,2021-12-06,South Bend,Fedora Phebee,BYOD-300,4,89.0,356.0
3227,2021-12-06,Fairbanks,Dedie Perelli,BYOD-350,4,89.95,359.8
3232,2021-12-06,Tampa,Ira Hale,Fixed Wing Drones,4,15.5,62.0
3230,2021-12-06,Bakersfield,Chrysler Chadwick,GPS Drones,5,19.99,99.949999999999989
3234,2021-12-06,Houston,Garrett Chaloner,Multi Rotor Drones,3,24.95,74.85
3229,2021-12-06,Dayton,Padriac Gow,SCARA Robots,5,19.5,97.5
3231,2021-12-06,Cincinnati,Udell Filochov,Cloud Computing,4,29.99,119.96
3228,2021-12-06,Jackson,Garret Pritchett,Open Source Code,3,32.95,98.850000000000009
3223,2021-12-05,Bronx,Goldina Baldacchi,BYOD-100,6,54.0,324.0
3221,2021-12-05,Lynchburg,Daniela Hallard,BYOD-220,2,69.0,138.0
3225,2021-12-05,Milwaukee,Gratiana Atwood,BYOR-1500,4,189.0,756.0
3226,2021-12-05,Waterbury,Johanna Massei,Robotic Essentials,3,34.99,104.97
3222,2021-12-05,Charlotte,Marigold Geaves,Understanding Automation,5,44.95,224.75
3224,2021-12-05,Fresno,Jerrold Hector,Understanding Drone Regulations,5,27.5,137.5
3219,2021-12-04,Davenport,Carlie Pala,BYOD-550,2,179.0,358.0
3220,2021-12-04,Denver,Katerina Kempstone,RQTE-554 Robot,6,684.0,4104.0
3217,2021-12-03,Dallas,Mora Bisset,Bsquare Robot Blueprint,2,8.99,17.98
3215,2021-12-03,Memphis,Wallis Gaveltone,Fixed Wing Drones,1,15.5,15.5
3216,2021-12-03,Charlotte,Christyna Ciobutaru,GPS Drones,3,19.99,59.97
3218,2021-12-03,San Francisco,Vivienne Krolle,RTF Drones,3,16.99,50.97
3211,2021-12-02,Baton Rouge,Chick McGrath,DTI-84 Drone,3,455.0,1365.0
3213,2021-12-02,Troy,Ed Tabart,DX-145 Drone,4,250.0,1000.0
3214,2021-12-02,Dallas,Lucila Aylward,RTF Drones,5,16.99,84.949999999999989
3212,2021-12-02,Kansas City,Jerrilyn Allom,SCARA Robots,5,19.5,97.5
3210,2021-12-01,Philadelphia,Babara Abrahamsson,Understanding Raspberry PI,5,28.99,144.95
3209,2021-11-30,Oakland,Minnnie Wilbraham,All Eyes Drone Blueprint,4,9.99,39.96
3206,2021-11-30,Monticello,Torrie Coytes,BYOD-400,3,119.0,357.0
3208,2021-11-30,New Orleans,Earvin Askell,BYOD-550,6,179.0,1074.0
3205,2021-11-30,Richmond,Faber Boosey,DX-145 Drone,4,250.0,1000.0
3204,2021-11-30,Lexington,Dulciana Pickup,MICR-564K Drone,5,499.0,2495.0
3207,2021-11-30,Wilmington,Herbie Ottawell,Single Rotor Drones,1,14.99,14.99
3200,2021-11-29,Saint Petersburg,Cristian Barker,BYOD-400S,5,129.95,649.75
3199,2021-11-29,Philadelphia,Gilberte Plain,BYOD-500,1,167.0,167.0
3201,2021-11-29,Harrisburg,Spence Acton,BYOD-500,6,167.0,1002.0
3203,2021-11-29,Carson City,Eduino Hammant,RXW-9807 Robot,4,599.0,2396.0
3202,2021-11-29,Philadelphia,Abel Strike,Industrial 3D Printing,5,49.0,245.0
3198,2021-11-28,Fort Worth,Mayer Twydell,BYOD-350,5,89.95,449.75
3197,2021-11-28,Gainesville,Mellisent Yashaev,Drone Video Techniques,2,37.99,75.98
3196,2021-11-28,Bradenton,Willard Sayer,Virtual Reality Basics,1,29.99,29.99
3193,2021-11-27,Pompano Beach,Cassaundra Laurenzi,Panda Robot Blueprint,5,7.99,39.95
3191,2021-11-27,Troy,Jeremias Gluyas,BYOD-350,5,89.95,449.75
3188,2021-11-27,Carol Stream,Florie Boylin,DTI-84 Drone,4,455.0,1820.0
3189,2021-11-27,Rochester,Siobhan Sabbatier,Delta Robots,3,16.99,50.97
3192,2021-11-27,Harrisburg,Ingram Weddeburn - Scrimgeour,BYOR-1000,3,189.0,567.0
3194,2021-11-27,Fort Collins,Lemar Judgkins,Industrial 3D Printing,4,49.0,196.0
3190,2021-11-27,Indianapolis,Godiva Jirusek,Robotic Essentials,4,34.99,139.96
3187,2021-11-27,El Paso,Marjory Burton,Understanding 3D Printing,4,42.99,171.96
3195,2021-11-27,Phoenix,Lilith Hughes,Understanding Raspberry PI,3,28.99,86.97
3183,2021-11-26,Atlanta,Ariela Berick,All Eyes Drone Blueprint,2,9.99,19.98
3185,2021-11-26,Moreno Valley,Eziechiele Grindlay,Sleepy Eye Blueprint,6,11.99,71.94
3186,2021-11-26,Omaha,Pearl Lory,Understanding Raspberry PI,3,28.99,86.97
3184,2021-11-26,Pensacola,Franklin Grieswood,Understanding Raspberry PI,4,28.99,115.96
3179,2021-11-25,Lafayette,Deedee Bernardes,DTE-QFN20 Drone,2,250.0,500.0
3182,2021-11-25,Decatur,Sharai Sigg,BYOR-2640S,3,189.0,567.0
3181,2021-11-25,Chicago,Ely Hightown,BYOR-3000,3,214.0,642.0
3180,2021-11-25,Waco,Maitilde Garthland,RCB-889 Robot,4,549.0,2196.0
3178,2021-11-24,White Plains,Wren Rowlstone,Photograph Drones,3,14.99,44.97
3175,2021-11-24,Lake Worth,Martainn Alenichicov,Understanding Arduino,4,17.5,70.0
3176,2021-11-24,Knoxville,Davy Dunsmore,Open Source Code,6,32.95,197.70000000000002
3177,2021-11-24,Saint Louis,Hurlee Surgey,Understanding 3D Printing,3,42.99,128.97
3172,2021-11-23,New York City,Geneva Iacivelli,QuadroCopter Blueprint,5,10.99,54.95
3173,2021-11-23,New Castle,Hannah Hassan,MICR-23K Robot,2,899.0,1798.0
3171,2021-11-23,Miami Beach,Rafael Richly,MICR-23K Robot,5,899.0,4495.0
3174,2021-11-23,Hartford,Morgan Paddell,RCB-889 Robot,3,549.0,1647.0
3167,2021-11-22,Dayton,Julissa Brannan,Ladybug Robot Blueprint,2,12.0,24.0
3169,2021-11-22,Cumming,Tye Grzelczak,Sleepy Eye Blueprint,4,11.99,47.96
3166,2021-11-22,Prescott,Newton Iglesia,BYOD-300,4,89.0,356.0
3165,2021-11-22,Oklahoma City,Arni Maylin,Delivery Drones,5,14.99,74.95
3170,2021-11-22,Denver,Maddy Baume,SCARA Robots,4,19.5,78.0
3168,2021-11-22,Sacramento,Minna Arrigo,BYOR-3000,4,214.0,856.0
3158,2021-11-21,Battle Creek,Alaster Chesnay,All Eyes Drone Blueprint,2,9.99,19.98
3160,2021-11-21,Peoria,Daile Weedenburg,Sleepy Eye Blueprint,4,11.99,47.96
3163,2021-11-21,Miami,Joey Sumpner,BYOD-220,6,69.0,414.0
3159,2021-11-21,Norfolk,Gilles Okeshott,DC-304 Drone,2,395.0,790.0
3156,2021-11-21,Trenton,Mead Whiteley,Building Your Own Drone,3,24.99,74.97
3164,2021-11-21,Oklahoma City,Wood Gallager,Delivery Drones,3,14.99,44.97
3161,2021-11-21,Denver,Tracie Pegden,Understanding Artificial Intelligence,3,19.5,58.5
3157,2021-11-21,El Paso,Ellette Kondratowicz,BYOR-1000,3,189.0,567.0
3162,2021-11-21,El Paso,Cilka Bonifant,Cloud Computing,3,29.99,89.97
3155,2021-11-20,Baton Rouge,Aura Carde,Articulated Robots,4,23.99,95.96
3152,2021-11-19,Memphis,Chuck Sarvar,Sleepy Eye Blueprint,4,11.99,47.96
3153,2021-11-19,Trenton,Atlante Calladine,Sleepy Eye Blueprint,4,11.99,47.96
3148,2021-11-19,Richmond,Free Stebbings,BYOD-400,4,119.0,476.0
3151,2021-11-19,Berkeley,Rayshell Large,DX-145 Drone,6,250.0,1500.0
3154,2021-11-19,Miami,Blake Heditch,Delta Robots,3,16.99,50.97
3149,2021-11-19,New Orleans,Thurstan Pulfer,Drone Building Essentials,2,13.99,27.98
3150,2021-11-19,Seattle,Ewan Skerrett,BYOR-3000,5,214.0,1070.0
3144,2021-11-18,Washington,Grazia Rasmus,Bsquare Robot Blueprint,5,8.99,44.95
3146,2021-11-18,Los Angeles,Keelby Bonnet,Articulated Robots,4,23.99,95.96
3147,2021-11-18,El Paso,Nelia Tolussi,BYOR-1000,3,189.0,567.0
3145,2021-11-18,New York City,Waly Cuthbertson,AI for Educators,6,49.95,299.70000000000005
3143,2021-11-17,Columbus,Haley Carff,Drone Building Essentials,1,13.99,13.99
3141,2021-11-16,Pomona,Kenny Coffey,Creature Robot Arms Blueprint,4,12.0,48.0
3140,2021-11-16,Houston,Josepha Seth,RCB-889 Robot,2,549.0,1098.0
3142,2021-11-16,North Hollywood,Gayler Emeney,RCB-889 Robot,2,549.0,1098.0
3139,2021-11-15,Dallas,Bartholemy Dunseath,BYOD-550,2,179.0,358.0
3340,2021-11-15,Midland,Shea Stronghill,Fixed Wing Drones,2,15.5,31.0
3138,2021-11-15,Oakland,Loutitia Cota,BYOR-2640S,6,189.0,1134.0
3137,2021-11-14,Juneau,Delila Biddell,Understanding Drone Regulations,3,27.5,82.5
3134,2021-11-13,Bellevue,Ahmad Lonie,BYOD-400S,5,129.95,649.75
3136,2021-11-13,Orlando,Osmond Creane,SCARA Robots,2,19.5,39.0
3135,2021-11-13,Appleton,Waylin Bernolet,Understanding Arduino,6,17.5,105.0
3133,2021-11-13,Lexington,Brandon Zorer,Open Source Code,4,32.95,131.8
3130,2021-11-12,Indianapolis,Skippie Youll,Creature Robot Arms Blueprint,5,12.0,60.0
3132,2021-11-12,Trenton,Robb Keelan,BYOD-220,1,69.0,69.0
3128,2021-11-12,Orlando,Elsie Grigore,Articulated Robots,2,23.99,47.98
3131,2021-11-12,Lawrenceville,Arnuad Kellaway,Photograph Drones,5,14.99,74.95
3129,2021-11-12,Minneapolis,Gianina Rewcassell,Understanding Raspberry PI,2,28.99,57.98
3126,2021-11-11,New Orleans,Allyson Keppin,DC-304 Drone,5,395.0,1975.0
3125,2021-11-11,Decatur,Mason Caddan,Building Your First Robot,5,24.95,124.75
3127,2021-11-11,Salt Lake City,Joli Seeler,Mapping with Drones,2,49.0,98.0
3122,2021-11-10,North Little Rock,Geri Haddock,BYOD-100,3,54.0,162.0
3123,2021-11-10,Arlington,Yardley Kikke,Delivery Drones,5,14.99,74.95
3124,2021-11-10,Anchorage,Carole Halliburton,Drone Building Essentials,5,13.99,69.95
3119,2021-11-09,Cumming,Idalia Stanlick,Creature Robot Arms Blueprint,2,12.0,24.0
3116,2021-11-09,Charlotte,Daphene Torrecilla,Articulated Robots,5,23.99,119.94999999999999
3118,2021-11-09,Sioux Falls,Buiron Haycock,Building Your Own Drone,5,24.99,124.94999999999999
3120,2021-11-09,Saint Petersburg,Geordie Stiggers,Understanding Artificial Intelligence,5,19.5,97.5
3117,2021-11-09,Columbia,Judah Redwin,MICR-23K Robot,1,899.0,899.0
3121,2021-11-09,Atlanta,Nerte Shillabeer,Understanding Raspberry PI,5,28.99,144.95
3113,2021-11-08,Staten Island,Rosita Baswall,BYOD-200,5,58.95,294.75
3114,2021-11-08,Sacramento,Jack Dobby,DX-145 Drone,5,250.0,1250.0
3108,2021-11-08,Sioux City,Purcell Dubose,MICR-564K Drone,5,499.0,2495.0
3107,2021-11-08,Charlotte,Xena Hulle,Photograph Drones,2,14.99,29.98
3109,2021-11-08,Charleston,Cathlene Bayless,Understanding Artificial Intelligence,5,19.5,97.5
3112,2021-11-08,Johnstown,Aguste Olanda,BYOR-2640S,5,189.0,945.0
3115,2021-11-08,Santa Barbara,Bondy Flint,BYOR-3535,2,225.0,450.0
3110,2021-11-08,Madison,Jeanine Merit,RWW-75 Robot,3,883.0,2649.0
3111,2021-11-08,Canton,Hillier Endrizzi,Cloud Computing,4,29.99,119.96
3106,2021-11-08,Beaufort,Louisette Ditch,Understanding Automation,3,44.95,134.85000000000002
3105,2021-11-07,Bethesda,Honoria Thew,BYOD-200,2,58.95,117.9
3103,2021-11-07,Detroit,Mariel Silbermann,DTE-QFN20 Drone,2,250.0,500.0
3100,2021-11-07,El Paso,Ellette Kondratowicz,Delivery Drones,3,14.99,44.97
3101,2021-11-07,Saint Louis,Bethany Scogin,Spherical Robots,2,16.75,33.5
3102,2021-11-07,Los Angeles,Rayner Echalier,AI for Educators,4,49.95,199.8
3104,2021-11-07,Detroit,Trstram Hamil,Understanding 3D Printing,2,42.99,85.98
3098,2021-11-06,Arlington,Astrix Fanning,Bsquare Robot Blueprint,6,8.99,53.94
3099,2021-11-06,Fort Lauderdale,Toddie Burch,Ladybug Robot Blueprint,5,12.0,60.0
3097,2021-11-06,Newark,Armin Measen,Industrial 3D Printing,5,49.0,245.0
3096,2021-11-05,Atlanta,Edythe Burgoin,Bsquare Robot Blueprint,4,8.99,35.96
3092,2021-11-05,San Diego,Fonsie Aron,RTF Drones,4,16.99,67.96
3094,2021-11-05,Washington,Ingaberg MacKeogh,Spherical Robots,5,16.75,83.75
3095,2021-11-05,Brooklyn,Isadore Lethby,RQTE-554 Robot,2,684.0,1368.0
3093,2021-11-05,Sioux Falls,Roderick Winship,RXW-9807 Robot,2,599.0,1198.0
3091,2021-11-04,Evansville,Kelley Garrold,RTF Drones,5,16.99,84.949999999999989
3090,2021-11-04,Las Vegas,Tallie Niezen,Understanding Arduino,4,17.5,70.0
3088,2021-11-03,Tyler,Malanie Rollingson,BYOD-400,2,119.0,238.0
3089,2021-11-03,Shreveport,Charmion Le Gassick,DA-SA702 Drone,1,399.0,399.0
3086,2021-11-03,Arlington,Tallou Mallya,Articulated Robots,4,23.99,95.96
3087,2021-11-03,Flint,Nikos Pulteneye,BYOR-2640S,4,189.0,756.0
3085,2021-11-03,Pocatello,Fairleigh Peiser,RQTE-554 Robot,3,684.0,2052.0
3084,2021-11-02,San Diego,Latia Lamport,Hexacopter Drone Blueprint,2,8.99,17.98
3081,2021-11-02,Washington,Blinny Worsall,Cartesian Robots,3,12.99,38.97
3082,2021-11-02,Atlanta,Buck Knowlman,BYOR-2640S,3,189.0,567.0
3083,2021-11-02,Mobile,Birgitta Decourcy,AI for Educators,6,49.95,299.70000000000005
3076,2021-11-01,New Orleans,Christiano Tuson,Sleepy Eye Blueprint,4,11.99,47.96
3080,2021-11-01,Port Charlotte,Alexina Ould,BYOD-100,3,54.0,162.0
3078,2021-11-01,Akron,Tessa Charette,DX-145 Drone,4,250.0,1000.0
3077,2021-11-01,Anaheim,Ivette Orth,Building Your First Robot,5,24.95,124.75
3075,2021-11-01,Washington,Dyan Atwood,BYOR-3535,2,225.0,450.0
3079,2021-11-01,Washington,Maia Baudino,Robotic Essentials,2,34.99,69.98
3071,2021-10-31,Fort Wayne,Dalenna Oliver-Paull,BYOD-500,2,167.0,334.0
3073,2021-10-31,Memphis,Hoyt Stainfield,DTD-7000 Drone,4,450.0,1800.0
3072,2021-10-31,Spokane,Brittney Whiteman,Cartesian Robots,1,12.99,12.99
3074,2021-10-31,Odessa,Aurore Rudinger,BYOR-3535,2,225.0,450.0
3068,2021-10-30,Orlando,Elsie Grigore,Sleepy Eye Blueprint,3,11.99,35.97
3069,2021-10-30,Greenville,Elston Littleproud,DTD-7000 Drone,2,450.0,900.0
3067,2021-10-30,New York City,Perri Gard,DX-145 Drone,2,250.0,500.0
3070,2021-10-30,Fairfax,Eb Jurczik,Cartesian Robots,4,12.99,51.96
3066,2021-10-30,Yakima,Derrek Shalloo,BYOR-2640S,3,189.0,567.0
3063,2021-10-29,San Diego,Kalinda Steers,Ladybug Robot Blueprint,5,12.0,60.0
3065,2021-10-29,Trenton,Lauren Le Pine,DTD-7000 Drone,3,450.0,1350.0
3064,2021-10-29,Rockford,Everett Bartels-Ellis,DTE-QFN20 Drone,2,250.0,500.0
3061,2021-10-29,Mobile,Jessalin Bestwerthick,AI for Educators,3,49.95,149.85000000000002
3062,2021-10-29,San Francisco,Brady Medeway,Mapping with Drones,1,49.0,49.0
3060,2021-10-28,Chicago,Izaak Belfelt,DTE-QFN20 Drone,2,250.0,500.0
3058,2021-10-28,New Hyde Park,Saundra Mixture,AI for Educators,4,49.95,199.8
3059,2021-10-28,Albany,Duky Theodoris,Understanding Drone Regulations,3,27.5,82.5
3057,2021-10-28,Englewood,Farrel Raylton,Virtual Reality Basics,2,29.99,59.98
3053,2021-10-27,Omaha,Shelby O' Concannon,BYOD-550,4,179.0,716.0
3055,2021-10-27,Tucson,Curran MacMichael,DTI-84 Drone,3,455.0,1365.0
3056,2021-10-27,Houston,Garland Agius,DTI-84 Drone,4,455.0,1820.0
3054,2021-10-27,Tucson,Curran MacMichael,DTI-84 Drone,5,455.0,2275.0
3050,2021-10-26,Richmond,Rickie Brumby,MICR-564K Drone,3,499.0,1497.0
3049,2021-10-26,Seattle,Deonne Di Batista,Spherical Robots,3,16.75,50.25
3052,2021-10-26,Nashville,Junie Linnard,BYOR-2640S,3,189.0,567.0
3051,2021-10-26,Wilmington,Arlena Hollyland,BYOR-3000,1,214.0,214.0
3047,2021-10-25,Dayton,Winfield Uren,Polar Robots,3,23.99,71.97
3048,2021-10-25,Anchorage,Carole Halliburton,RCB-889 Robot,1,549.0,549.0
3044,2021-10-24,Atlanta,Yuri Edison,QuadroCopter Blueprint,5,10.99,54.95
3046,2021-10-24,Buffalo,Tailor Pride,BYOD-350,2,89.95,179.9
3045,2021-10-24,Bronx,Corny Sowrah,Mapping with Drones,2,49.0,98.0
3040,2021-10-23,Springfield,Angele Heeley,QuadroCopter Blueprint,2,10.99,21.98
3041,2021-10-23,North Port,Jackie Johnes,BYOD-220,3,69.0,207.0
3043,2021-10-23,North Las Vegas,Laney Olford,Polar Robots,5,23.99,119.94999999999999
3042,2021-10-23,Portland,Jany Halliday,BYOR-3535,3,225.0,675.0
3039,2021-10-22,Rochester,Gabe Craise,BYOD-500,5,167.0,835.0
3038,2021-10-22,Houston,Vito Canwell,Polar Robots,3,23.99,71.97
3037,2021-10-22,Phoenix,Gabriel Gallaher,BYOR-3535,4,225.0,900.0
3036,2021-10-21,Hartford,Willi Ortiger,BYOD-350,1,89.95,89.95
3033,2021-10-21,Washington,Tiena McGarry,Polar Robots,5,23.99,119.94999999999999
3032,2021-10-21,Miami,Marie-jeanne Fryett,BYOR-3535,4,225.0,900.0
3034,2021-10-21,Austin,Gennifer De Souza,RQTE-554 Robot,3,684.0,2052.0
3035,2021-10-21,Round Rock,Cherey Caitlin,Industrial 3D Printing,4,49.0,196.0
3030,2021-10-20,Tampa,Montague Wherry,Hexacopter Drone Blueprint,5,8.99,44.95
